msa,Total_Homes,Occupied_Homes,Vacant_Homes,Vacant_Homes_Percent
"Sunbury, PA Micro Area",43300,37932,5368,12.397228637413395
"Susanville, CA Micro Area",12216,9888,2328,19.05697445972495
"Sweetwater, TX Micro Area",7123,5857,1266,17.77341008002246
"Syracuse, NY Metro Area",296364,268611,27753,9.364497712272746
"Tahlequah, OK Micro Area",22033,18023,4010,18.199972768120546
"Talladega-Sylacauga, AL Micro Area",37948,33090,4858,12.801728681353431
"Tallahassee, FL Metro Area",172730,155677,17053,9.872633589995948
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1465158,1307725,157433,10.745121004014583
"Taos, NM Micro Area",20904,15747,5157,24.6699196326062
"Taylorville, IL Micro Area",15184,13721,1463,9.635142255005269
"Terre Haute, IN Metro Area",82185,72746,9439,11.485064184461885
"Texarkana, TX-AR Metro Area",65358,57684,7674,11.741485357569081
"The Dalles, OR Micro Area",11996,10553,1443,12.029009669889962
"The Villages, FL Metro Area",75304,62907,12397,16.46260490810581
"Thomaston, GA Micro Area",12301,11173,1128,9.169986179985369
"Thomasville, GA Micro Area",20668,18440,2228,10.779949680665764
"Tiffin, OH Micro Area",23934,22017,1917,8.009526197041865
"Tifton, GA Micro Area",17375,15921,1454,8.368345323741007
"Toccoa, GA Micro Area",12317,10618,1699,13.793943330356417
"Toledo, OH Metro Area",303295,269650,33645,11.093160124631135
"Topeka, KS Metro Area",104349,94837,9512,9.115564116570356
"Torrington, CT Micro Area",87615,77502,10113,11.542544084916967
"Traverse City, MI Micro Area",84866,64738,20128,23.717389767398014
"Trenton-Princeton, NJ Metro Area",150442,139361,11081,7.3656292790577105
"Troy, AL Micro Area",15977,13901,2076,12.993678412718282
"Truckee-Grass Valley, CA Micro Area",53627,42774,10853,20.237939843735433
"Tucson, AZ Metro Area",470132,427021,43111,9.16997779347077
"Tullahoma-Manchester, TN Micro Area",47301,42246,5055,10.686877655863512
"Tulsa, OK Metro Area",437257,397385,39872,9.11866476694484
"Tupelo, MS Micro Area",72617,64214,8403,11.57167054546456
"Tuscaloosa, AL Metro Area",121710,106925,14785,12.147728206392244
"Twin Falls, ID Metro Area",43262,40859,2403,5.554528223383107
"Tyler, TX Metro Area",97539,88567,8972,9.198371933277972
"Ukiah, CA Micro Area",41370,36280,5090,12.303601643703166
"Union, SC Micro Area",13451,11622,1829,13.59750204445766
"Union City, TN Micro Area",14314,12928,1386,9.682828000558894
"Urbana, OH Micro Area",16862,15638,1224,7.258925394377891
"Urban Honolulu, HI Metro Area",370665,336412,34253,9.24095881726087
"Utica-Rome, NY Metro Area",137254,119164,18090,13.179943753916099
"Uvalde, TX Micro Area",10034,8624,1410,14.052222443691448
"Valdosta, GA Metro Area",61597,55422,6175,10.024838872022988
"Vallejo, CA Metro Area",162237,155924,6313,3.8912208682359757
"Van Wert, OH Micro Area",12540,11589,951,7.583732057416268
"Vermillion, SD Micro Area",6180,5564,616,9.967637540453074
"Vernal, UT Micro Area",13657,11993,1664,12.184227868492348
"Vernon, TX Micro Area",5836,4944,892,15.284441398217957
"Vicksburg, MS Micro Area",21452,18480,2972,13.85418608987507
"Victoria, TX Metro Area",42461,37266,5195,12.234756600174277
"Vidalia, GA Micro Area",15767,13662,2105,13.35066911904611
"Vincennes, IN Micro Area",16917,14783,2134,12.614529762960336
"Vineland-Bridgeton, NJ Metro Area",57119,52649,4470,7.825767257830144
"Vineyard Haven, MA Micro Area",17530,8932,8598,49.04734740444952
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",760076,702160,57916,7.619764339355537
"Visalia, CA Metro Area",150652,141987,8665,5.751666091389427
"Wabash, IN Micro Area",14037,12721,1316,9.37522262591722
"Waco, TX Metro Area",113237,102485,10752,9.49512968376061
"Wahpeton, ND-MN Micro Area",10473,9445,1028,9.815716604602311
"Walla Walla, WA Metro Area",24971,23082,1889,7.564775139161426
"Wapakoneta, OH Micro Area",19873,18602,1271,6.3956121370703976
"Warner Robins, GA Metro Area",78624,72808,5816,7.397232397232398
"Warren, PA Micro Area",21587,16618,4969,23.018483346458517
"Warrensburg, MO Micro Area",22601,20321,2280,10.088049201362772
"Warsaw, IN Micro Area",38133,31196,6937,18.191592583851257
"Washington, IN Micro Area",12738,11737,1001,7.858376511226252
"Washington, NC Micro Area",24090,19430,4660,19.344126193441262
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2500128,2360771,139357,5.573994611475892
"Washington Court House, OH Micro Area",12663,11752,911,7.194187791202716
"Waterloo-Cedar Falls, IA Metro Area",74508,68938,5570,7.47570730659795
"Watertown, SD Micro Area",15970,14181,1789,11.202254226675015
"Watertown-Fort Atkinson, WI Micro Area",36376,33844,2532,6.960633384649219
"Watertown-Fort Drum, NY Metro Area",61604,45480,16124,26.173625089279916
"Wauchula, FL Micro Area",9820,8059,1761,17.932790224032587
"Wausau-Weston, WI Metro Area",75862,68990,6872,9.058553689594264
"Waycross, GA Micro Area",24218,21157,3061,12.639359154348007
"Weatherford, OK Micro Area",12932,10859,2073,16.030003093102383
"Weirton-Steubenville, WV-OH Metro Area",56085,49945,6140,10.947668717125792
"Wenatchee, WA Metro Area",54585,45711,8874,16.25721352019786
"West Plains, MO Micro Area",18048,16117,1931,10.69924645390071
"West Point, MS Micro Area",8985,7771,1214,13.511407902058986
"Wheeling, WV-OH Metro Area",67516,58608,8908,13.193909591800463
"Whitewater, WI Micro Area",53146,42378,10768,20.26116735031799
"Wichita, KS Metro Area",275434,252298,23136,8.399834443097076
"Wichita Falls, TX Metro Area",64513,56665,7848,12.164990002015099
"Williamsport, PA Metro Area",52625,46603,6022,11.443230403800476
"Williston, ND Micro Area",20227,16095,4132,20.42814060414298
"Willmar, MN Micro Area",19950,17079,2871,14.390977443609025
"Wilmington, NC Metro Area",143295,121071,22224,15.509264105516591
"Wilmington, OH Micro Area",17906,16464,1442,8.05316653635653
"Wilson, NC Micro Area",36252,32222,4030,11.11662804810769
"Winchester, VA-WV Metro Area",60615,55089,5526,9.116555308092057
"Winfield, KS Micro Area",15558,13322,2236,14.372027252860264
"Winnemucca, NV Micro Area",7658,6575,1083,14.142073648472186
"Winona, MN Micro Area",21716,20111,1605,7.3908638791674335
"Winston-Salem, NC Metro Area",301571,276135,25436,8.434498012076757
"Wisconsin Rapids-Marshfield, WI Micro Area",34549,32238,2311,6.689050334307795
"Woodward, OK Micro Area",11514,9309,2205,19.150599270453363
"Wooster, OH Micro Area",46555,43983,2572,5.524648265492428
"Worcester, MA-CT Metro Area",401354,377671,23683,5.9007758736676355
"Worthington, MN Micro Area",8394,7851,543,6.468906361686918
"Yakima, WA Metro Area",90504,85882,4622,5.106956598603377
"Yankton, SD Micro Area",10372,9435,937,9.033937524103356
"Yauco, PR Metro Area",42322,33804,8518,20.12664807901328
"York-Hanover, PA Metro Area",187187,177553,9634,5.14672493282119
"Youngstown-Warren-Boardman, OH-PA Metro Area",253211,229461,23750,9.379529325345265
"Yuba City, CA Metro Area",63957,60070,3887,6.077520834310553
"Yuma, AZ Metro Area",92048,69589,22459,24.399226490526683
"Zanesville, OH Micro Area",38358,35091,3267,8.517128108869075
"Zapata, TX Micro Area",6159,4536,1623,26.35168046760838
